primary_category,purpose,category_text,source,gparis_poi_tessellation,local_observed_count,cluster_id,semantic_cluster
private_investigation,OTHER,private investigation,citybehavex/category/unique_categories.csv,41,41,1,other_mixed
process_servers,OTHER,process servers,citybehavex/category/unique_categories.csv,14,14,0,other_mixed
prosthetics,HEALTH,prosthetics,citybehavex/category/unique_categories.csv,63,63,0,other_mixed
prosthodontist,HEALTH,prosthodontist,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
psychiatrist,HEALTH,psychiatrist,citybehavex/category/unique_categories.csv,44,44,0,other_mixed
psychic,LEISURE,psychic,citybehavex/category/unique_categories.csv,188,188,0,other_mixed
psychologist,HEALTH,psychologist,citybehavex/category/unique_categories.csv,633,633,1,other_mixed
psychotherapist,HEALTH,psychotherapist,citybehavex/category/unique_categories.csv,530,530,0,other_mixed
pulmonologist,HEALTH,pulmonologist,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
quay,OTHER,quay,citybehavex/category/unique_categories.csv,6,6,0,other_mixed
race_track,LEISURE,race track,citybehavex/category/unique_categories.csv,59,59,1,other_mixed
racquetball_court,LEISURE,racquetball court,citybehavex/category/unique_categories.csv,9,9,1,other_mixed
radiologist,HEALTH,radiologist,citybehavex/category/unique_categories.csv,66,66,0,other_mixed
rafting_kayaking_area,LEISURE,rafting kayaking area,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
record_label,WORK,record label,citybehavex/category/unique_categories.csv,129,129,1,other_mixed
recording_and_rehearsal_studio,WORK,recording and rehearsal studio,citybehavex/category/unique_categories.csv,19,19,1,other_mixed
recycling_center,OTHER,recycling center,citybehavex/category/unique_categories.csv,94,94,1,other_mixed
reflexology,HEALTH,reflexology,citybehavex/category/unique_categories.csv,135,135,0,other_mixed
rehabilitation_center,HEALTH,rehabilitation center,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
resort,LEISURE,resort,citybehavex/category/unique_categories.csv,26,26,1,other_mixed
rheumatologist,HEALTH,rheumatologist,citybehavex/category/unique_categories.csv,7,7,0,other_mixed
ride_sharing,PURCHASE,ride sharing,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
river,LEISURE,river,citybehavex/category/unique_categories.csv,93,93,0,other_mixed
rodeo,OTHER,rodeo,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
roller_skating_rink,LEISURE,roller skating rink,citybehavex/category/unique_categories.csv,10,10,1,other_mixed
roofing,PURCHASE,roofing,citybehavex/category/unique_categories.csv,828,828,0,other_mixed
rugby_pitch,LEISURE,rugby pitch,citybehavex/category/unique_categories.csv,24,24,1,other_mixed
salsa_club,LEISURE,salsa club,citybehavex/category/unique_categories.csv,13,13,1,other_mixed
sauna,LEISURE,sauna,citybehavex/category/unique_categories.csv,5,5,0,other_mixed
screen_printing_t_shirt_printing,OTHER,screen printing t shirt printing,citybehavex/category/unique_categories.csv,100,100,1,other_mixed
scuba_diving_center,LEISURE,scuba diving center,citybehavex/category/unique_categories.csv,35,35,1,other_mixed
scuba_diving_instruction,LEISURE,scuba diving instruction,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
sculpture_statue,OTHER,sculpture statue,citybehavex/category/unique_categories.csv,18,18,0,other_mixed
seaplane_bases,OTHER,seaplane bases,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
security_systems,WORK,security systems,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
self_storage_facility,WORK,self storage facility,citybehavex/category/unique_categories.csv,155,155,1,other_mixed
sewing_and_alterations,PURCHASE,sewing and alterations,citybehavex/category/unique_categories.csv,323,323,1,other_mixed
sex_therapist,HEALTH,sex therapist,citybehavex/category/unique_categories.csv,29,29,0,other_mixed
shipping_center,OTHER,shipping center,citybehavex/category/unique_categories.csv,2030,2030,1,other_mixed
shooting_range,LEISURE,shooting range,citybehavex/category/unique_categories.csv,34,34,1,other_mixed
sign_making,OTHER,sign making,citybehavex/category/unique_categories.csv,75,75,0,other_mixed
skating_rink,LEISURE,skating rink,citybehavex/category/unique_categories.csv,7,7,1,other_mixed
ski_resort,LEISURE,ski resort,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
sky_diving,LEISURE,sky diving,citybehavex/category/unique_categories.csv,7,7,1,other_mixed
soccer_club,OTHER,soccer club,citybehavex/category/unique_categories.csv,21,21,1,other_mixed
soccer_field,LEISURE,soccer field,citybehavex/category/unique_categories.csv,115,115,1,other_mixed
social_club,LEISURE,social club,citybehavex/category/unique_categories.csv,16,16,1,other_mixed
software_development,WORK,software development,citybehavex/category/unique_categories.csv,1076,1076,1,other_mixed
solar_installation,PURCHASE,solar installation,citybehavex/category/unique_categories.csv,66,66,2,other_mixed
speakeasy,LEISURE,speakeasy,citybehavex/category/unique_categories.csv,12,12,0,other_mixed
speech_therapist,HEALTH,speech therapist,citybehavex/category/unique_categories.csv,14,14,0,other_mixed
squash_court,LEISURE,squash court,citybehavex/category/unique_categories.csv,13,13,1,other_mixed
storage_facility,WORK,storage facility,citybehavex/category/unique_categories.csv,527,527,1,other_mixed
strip_club,LEISURE,strip club,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
structural_engineer,WORK,structural engineer,citybehavex/category/unique_categories.csv,23,23,0,other_mixed
structure_and_geography,OTHER,structure and geography,citybehavex/category/unique_categories.csv,127,127,1,other_mixed
sugaring,PURCHASE,sugaring,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
surfing,LEISURE,surfing,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
surgeon,HEALTH,surgeon,citybehavex/category/unique_categories.csv,69,69,1,other_mixed
surgical_appliances_and_supplies,PURCHASE,surgical appliances and supplies,citybehavex/category/unique_categories.csv,164,164,1,other_mixed
surgical_center,HEALTH,surgical center,citybehavex/category/unique_categories.csv,18,18,1,other_mixed
tai_chi_studio,LEISURE,tai chi studio,citybehavex/category/unique_categories.csv,12,12,1,other_mixed
tattoo_and_piercing,PURCHASE,tattoo and piercing,citybehavex/category/unique_categories.csv,675,675,1,other_mixed
tax_law,OTHER,tax law,citybehavex/category/unique_categories.csv,25,25,1,other_mixed
teeth_whitening,HEALTH,teeth whitening,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
telecommunications,OTHER,telecommunications,citybehavex/category/unique_categories.csv,95,95,1,other_mixed
test_preparation,STUDIES,test preparation,citybehavex/category/unique_categories.csv,75,75,0,other_mixed
theatre,LEISURE,theatre,citybehavex/category/unique_categories.csv,849,849,0,other_mixed
theatrical_productions,WORK,theatrical productions,citybehavex/category/unique_categories.csv,346,346,17,other_mixed
ticket_sales,PURCHASE,ticket sales,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
tiling,PURCHASE,tiling,citybehavex/category/unique_categories.csv,29,29,16,other_mixed
tours,LEISURE,tours,citybehavex/category/unique_categories.csv,318,318,1,other_mixed
town_hall,OTHER,town hall,citybehavex/category/unique_categories.csv,1270,1270,1,other_mixed
trusts,OTHER,trusts,citybehavex/category/unique_categories.csv,23,23,1,other_mixed
tv_mounting,OTHER,tv mounting,citybehavex/category/unique_categories.csv,4,4,14,other_mixed
urologist,OTHER,urologist,citybehavex/category/unique_categories.csv,13,13,13,other_mixed
used_vintage_and_consignment,OTHER,used vintage and consignment,citybehavex/category/unique_categories.csv,222,222,1,other_mixed
videographer,PURCHASE,videographer,citybehavex/category/unique_categories.csv,15,15,11,other_mixed
vitamins_and_supplements,OTHER,vitamins and supplements,citybehavex/category/unique_categories.csv,75,75,1,other_mixed
volleyball_court,LEISURE,volleyball court,citybehavex/category/unique_categories.csv,8,8,1,other_mixed
waterfall,LEISURE,waterfall,citybehavex/category/unique_categories.csv,2,2,9,other_mixed
waxing,PURCHASE,waxing,citybehavex/category/unique_categories.csv,7,7,8,other_mixed
web_designer,WORK,web designer,citybehavex/category/unique_categories.csv,717,717,3,other_mixed
wedding_chapel,OTHER,wedding chapel,citybehavex/category/unique_categories.csv,6,6,1,other_mixed
wedding_planning,PURCHASE,wedding planning,citybehavex/category/unique_categories.csv,210,210,1,other_mixed
weight_loss_center,HEALTH,weight loss center,citybehavex/category/unique_categories.csv,79,79,1,other_mixed
well_drilling,PURCHASE,well drilling,citybehavex/category/unique_categories.csv,4,4,6,other_mixed
wholesale_grocer,PURCHASE,wholesale grocer,citybehavex/category/unique_categories.csv,27,27,1,other_mixed
wholesaler,PURCHASE,wholesaler,citybehavex/category/unique_categories.csv,37,37,1,other_mixed
wildlife_control,OTHER,wildlife control,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
wildlife_sanctuary,LEISURE,wildlife sanctuary,citybehavex/category/unique_categories.csv,14,14,1,other_mixed
wills_trusts_and_probate,OTHER,wills trusts and probate,citybehavex/category/unique_categories.csv,2,2,1,other_mixed
windows_installation,PURCHASE,windows installation,citybehavex/category/unique_categories.csv,281,281,2,other_mixed
wine_wholesaler,PURCHASE,wine wholesaler,citybehavex/category/unique_categories.csv,215,215,1,other_mixed
wood_and_pulp,WORK,wood and pulp,citybehavex/category/unique_categories.csv,13,13,1,other_mixed
youth_organizations,LEISURE,youth organizations,citybehavex/category/unique_categories.csv,264,264,1,other_mixed
,OTHER,nan,citybehavex/category/unique_categories.csv,0,0,7,other_mixed
amusement_park,LEISURE,amusement park,citybehavex/category/unique_categories.csv,359,359,1,parks_outdoors
aquarium,LEISURE,aquarium,citybehavex/category/unique_categories.csv,22,22,0,parks_outdoors
attractions_and_activities,LEISURE,attractions and activities,citybehavex/category/unique_categories.csv,327,327,1,parks_outdoors
beach,LEISURE,beach,citybehavex/category/unique_categories.csv,70,70,1,parks_outdoors
beer_garden,LEISURE,beer garden,citybehavex/category/unique_categories.csv,54,54,1,parks_outdoors
boot_camp,LEISURE,boot camp,citybehavex/category/unique_categories.csv,14,14,1,parks_outdoors
botanical_garden,LEISURE,botanical garden,citybehavex/category/unique_categories.csv,54,54,1,parks_outdoors
campground,LEISURE,campground,citybehavex/category/unique_categories.csv,83,83,0,parks_outdoors
campus_building,LEISURE,campus building,citybehavex/category/unique_categories.csv,260,260,1,parks_outdoors
dog_park,LEISURE,dog park,citybehavex/category/unique_categories.csv,15,15,1,parks_outdoors
gardener,LEISURE,gardener,citybehavex/category/unique_categories.csv,315,315,0,parks_outdoors
hiking_trail,LEISURE,hiking trail,citybehavex/category/unique_categories.csv,32,32,0,parks_outdoors
home_and_garden,LEISURE,home and garden,citybehavex/category/unique_categories.csv,190,190,1,parks_outdoors
memorial_park,LEISURE,memorial park,citybehavex/category/unique_categories.csv,5,5,1,parks_outdoors
mountain_bike_trails,LEISURE,mountain bike trails,citybehavex/category/unique_categories.csv,6,6,1,parks_outdoors
national_park,LEISURE,national park,citybehavex/category/unique_categories.csv,24,24,1,parks_outdoors
nature_reserve,LEISURE,nature reserve,citybehavex/category/unique_categories.csv,11,11,0,parks_outdoors
nursery_and_gardening,LEISURE,nursery and gardening,citybehavex/category/unique_categories.csv,288,288,1,parks_outdoors
outdoor_gear,OTHER,outdoor gear,citybehavex/category/unique_categories.csv,47,47,1,parks_outdoors
park,LEISURE,park,citybehavex/category/unique_categories.csv,1921,1921,1,parks_outdoors
parking,OTHER,parking,citybehavex/category/unique_categories.csv,2146,2146,0,parks_outdoors
petting_zoo,LEISURE,petting zoo,citybehavex/category/unique_categories.csv,10,10,5,parks_outdoors
rv_park,LEISURE,rv park,citybehavex/category/unique_categories.csv,32,32,1,parks_outdoors
state_park,LEISURE,state park,citybehavex/category/unique_categories.csv,2,2,1,parks_outdoors
trailer_dealer,LEISURE,trailer dealer,citybehavex/category/unique_categories.csv,7,7,1,parks_outdoors
water_park,LEISURE,water park,citybehavex/category/unique_categories.csv,23,23,1,parks_outdoors
zoo,LEISURE,zoo,citybehavex/category/unique_categories.csv,43,43,5,parks_outdoors
abuse_and_addiction_treatment,HEALTH,abuse and addiction treatment,citybehavex/category/unique_categories.csv,12,12,1,personal_services
accountant,OTHER,accountant,citybehavex/category/unique_categories.csv,764,764,0,personal_services
agricultural_service,WORK,agricultural service,citybehavex/category/unique_categories.csv,54,54,1,personal_services
aircraft_repair,PURCHASE,aircraft repair,citybehavex/category/unique_categories.csv,1,1,1,personal_services
alcohol_and_drug_treatment_centers,HEALTH,alcohol and drug treatment centers,citybehavex/category/unique_categories.csv,6,6,1,personal_services
ambulance_and_ems_services,HEALTH,ambulance and ems services,citybehavex/category/unique_categories.csv,296,296,1,personal_services
animal_rescue_service,OTHER,animal rescue service,citybehavex/category/unique_categories.csv,20,20,1,personal_services
appliance_repair_service,PURCHASE,appliance repair service,citybehavex/category/unique_categories.csv,87,87,1,personal_services
appraisal_services,OTHER,appraisal services,citybehavex/category/unique_categories.csv,399,399,1,personal_services
archaeological_services,WORK,archaeological services,citybehavex/category/unique_categories.csv,5,5,1,personal_services
art_restoration_service,PURCHASE,art restoration service,citybehavex/category/unique_categories.csv,2,2,1,personal_services
atms,OTHER,atms,citybehavex/category/unique_categories.csv,1629,1629,0,personal_services
atv_rentals_and_tours,LEISURE,atv rentals and tours,citybehavex/category/unique_categories.csv,6,6,1,personal_services
auto_glass_service,PURCHASE,auto glass service,citybehavex/category/unique_categories.csv,352,352,1,personal_services
auto_restoration_services,PURCHASE,auto restoration services,citybehavex/category/unique_categories.csv,51,51,1,personal_services
automation_services,WORK,automation services,citybehavex/category/unique_categories.csv,41,41,1,personal_services
automobile_registration_service,PURCHASE,automobile registration service,citybehavex/category/unique_categories.csv,42,42,1,personal_services
automotive_repair,PURCHASE,automotive repair,citybehavex/category/unique_categories.csv,3669,3669,1,personal_services
automotive_services_and_repair,PURCHASE,automotive services and repair,citybehavex/category/unique_categories.csv,675,675,1,personal_services
automotive_wheel_polishing_service,PURCHASE,automotive wheel polishing service,citybehavex/category/unique_categories.csv,2,2,1,personal_services
bank_credit_union,OTHER,bank credit union,citybehavex/category/unique_categories.csv,897,897,1,personal_services
bank_equipment_service,PURCHASE,bank equipment service,citybehavex/category/unique_categories.csv,3,3,1,personal_services
banks,OTHER,banks,citybehavex/category/unique_categories.csv,4377,4377,1,personal_services
beauty_and_spa,PURCHASE,beauty and spa,citybehavex/category/unique_categories.csv,2639,2639,1,personal_services
beauty_product_supplier,PURCHASE,beauty product supplier,citybehavex/category/unique_categories.csv,65,65,1,personal_services
beauty_salon,PURCHASE,beauty salon,citybehavex/category/unique_categories.csv,5506,5506,1,personal_services
bike_rentals,PURCHASE,bike rentals,citybehavex/category/unique_categories.csv,519,519,1,personal_services
bike_repair_maintenance,PURCHASE,bike repair maintenance,citybehavex/category/unique_categories.csv,84,84,1,personal_services
boat_rental_and_training,STUDIES,boat rental and training,citybehavex/category/unique_categories.csv,62,62,1,personal_services
boat_service_and_repair,PURCHASE,boat service and repair,citybehavex/category/unique_categories.csv,13,13,1,personal_services
business_management_services,WORK,business management services,citybehavex/category/unique_categories.csv,144,144,1,personal_services
business_to_business_services,WORK,business to business services,citybehavex/category/unique_categories.csv,31,31,1,personal_services
canoe_and_kayak_hire_service,PURCHASE,canoe and kayak hire service,citybehavex/category/unique_categories.csv,26,26,1,personal_services
car_rental_agency,PURCHASE,car rental agency,citybehavex/category/unique_categories.csv,1049,1049,1,personal_services
child_protection_service,OTHER,child protection service,citybehavex/category/unique_categories.csv,1,1,1,personal_services
cleaning_services,PURCHASE,cleaning services,citybehavex/category/unique_categories.csv,83,83,1,personal_services
community_services_non_profits,OTHER,community services non profits,citybehavex/category/unique_categories.csv,7163,7163,1,personal_services
construction_services,PURCHASE,construction services,citybehavex/category/unique_categories.csv,1250,1250,1,personal_services
copywriting_service,WORK,copywriting service,citybehavex/category/unique_categories.csv,3,3,1,personal_services
corporate_entertainment_services,WORK,corporate entertainment services,citybehavex/category/unique_categories.csv,6,6,1,personal_services
cosmetic_and_beauty_supplies,PURCHASE,cosmetic and beauty supplies,citybehavex/category/unique_categories.csv,1833,1833,1,personal_services
courier_and_delivery_services,PURCHASE,courier and delivery services,citybehavex/category/unique_categories.csv,1,1,1,personal_services
coworking_space,PURCHASE,coworking space,citybehavex/category/unique_categories.csv,127,127,1,personal_services
day_spa,PURCHASE,day spa,citybehavex/category/unique_categories.csv,94,94,1,personal_services
diagnostic_services,HEALTH,diagnostic services,citybehavex/category/unique_categories.csv,100,100,1,personal_services
disability_services_and_support_organization,OTHER,disability services and support organization,citybehavex/category/unique_categories.csv,103,103,1,personal_services
distribution_services,WORK,distribution services,citybehavex/category/unique_categories.csv,5,5,1,personal_services
dj_service,PURCHASE,dj service,citybehavex/category/unique_categories.csv,27,27,1,personal_services
educational_services,STUDIES,educational services,citybehavex/category/unique_categories.csv,83,83,1,personal_services
elevator_service,PURCHASE,elevator service,citybehavex/category/unique_categories.csv,36,36,1,personal_services
emergency_roadside_service,PURCHASE,emergency roadside service,citybehavex/category/unique_categories.csv,4,4,1,personal_services
engineering_services,WORK,engineering services,citybehavex/category/unique_categories.csv,635,635,1,personal_services
environmental_and_ecological_services_for_businesses,WORK,environmental and ecological services for businesses,citybehavex/category/unique_categories.csv,45,45,1,personal_services
escrow_services,OTHER,escrow services,citybehavex/category/unique_categories.csv,1,1,1,personal_services
event_technology_service,WORK,event technology service,citybehavex/category/unique_categories.csv,40,40,1,personal_services
excavation_service,PURCHASE,excavation service,citybehavex/category/unique_categories.csv,15,15,1,personal_services
fence_and_gate_sales_service,PURCHASE,fence and gate sales service,citybehavex/category/unique_categories.csv,17,17,1,personal_services
financial_service,OTHER,financial service,citybehavex/category/unique_categories.csv,2592,2592,1,personal_services
fire_protection_service,OTHER,fire protection service,citybehavex/category/unique_categories.csv,50,50,1,personal_services
fireplace_service,PURCHASE,fireplace service,citybehavex/category/unique_categories.csv,52,52,1,personal_services
forestry_service,WORK,forestry service,citybehavex/category/unique_categories.csv,27,27,1,personal_services
freight_and_cargo_service,PURCHASE,freight and cargo service,citybehavex/category/unique_categories.csv,1028,1028,1,personal_services
funeral_services_and_cemeteries,OTHER,funeral services and cemeteries,citybehavex/category/unique_categories.csv,752,752,1,personal_services
garage_door_service,PURCHASE,garage door service,citybehavex/category/unique_categories.csv,15,15,1,personal_services
garbage_collection_service,OTHER,garbage collection service,citybehavex/category/unique_categories.csv,215,215,1,personal_services
gents_tailor,PURCHASE,gents tailor,citybehavex/category/unique_categories.csv,38,38,0,personal_services
geological_services,WORK,geological services,citybehavex/category/unique_categories.csv,5,5,1,personal_services
glass_and_mirror_sales_service,PURCHASE,glass and mirror sales service,citybehavex/category/unique_categories.csv,154,154,1,personal_services
government_services,OTHER,government services,citybehavex/category/unique_categories.csv,74,74,1,personal_services
gutter_service,PURCHASE,gutter service,citybehavex/category/unique_categories.csv,1,1,1,personal_services
hair_salon,PURCHASE,hair salon,citybehavex/category/unique_categories.csv,4528,4528,1,personal_services
health_spa,HEALTH,health spa,citybehavex/category/unique_categories.csv,72,72,1,personal_services
holiday_rental_home,PURCHASE,holiday rental home,citybehavex/category/unique_categories.csv,336,336,1,personal_services
home_service,PURCHASE,home service,citybehavex/category/unique_categories.csv,1126,1126,1,personal_services
horseback_riding_service,LEISURE,horseback riding service,citybehavex/category/unique_categories.csv,14,14,1,personal_services
hotel_supply_service,PURCHASE,hotel supply service,citybehavex/category/unique_categories.csv,10,10,1,personal_services
hvac_services,PURCHASE,hvac services,citybehavex/category/unique_categories.csv,672,672,1,personal_services
insurance_agency,OTHER,insurance agency,citybehavex/category/unique_categories.csv,1886,1886,1,personal_services
internet_service_provider,WORK,internet service provider,citybehavex/category/unique_categories.csv,70,70,1,personal_services
inventory_control_service,WORK,inventory control service,citybehavex/category/unique_categories.csv,1,1,1,personal_services
it_service_and_computer_repair,PURCHASE,it service and computer repair,citybehavex/category/unique_categories.csv,1277,1277,1,personal_services
janitorial_services,PURCHASE,janitorial services,citybehavex/category/unique_categories.csv,394,394,1,personal_services
jet_skis_rental,PURCHASE,jet skis rental,citybehavex/category/unique_categories.csv,1,1,1,personal_services
laundry_services,PURCHASE,laundry services,citybehavex/category/unique_categories.csv,291,291,1,personal_services
lawyer,OTHER,lawyer,citybehavex/category/unique_categories.csv,1547,1547,0,personal_services
legal_services,OTHER,legal services,citybehavex/category/unique_categories.csv,947,947,1,personal_services
limo_services,PURCHASE,limo services,citybehavex/category/unique_categories.csv,124,124,1,personal_services
logging_services,WORK,logging services,citybehavex/category/unique_categories.csv,5,5,1,personal_services
machine_and_tool_rentals,PURCHASE,machine and tool rentals,citybehavex/category/unique_categories.csv,7,7,1,personal_services
massage,PURCHASE,massage,citybehavex/category/unique_categories.csv,394,394,1,personal_services
massage_school,STUDIES,massage school,citybehavex/category/unique_categories.csv,24,24,1,personal_services
massage_therapy,HEALTH,massage therapy,citybehavex/category/unique_categories.csv,417,417,1,personal_services
media_restoration_service,PURCHASE,media restoration service,citybehavex/category/unique_categories.csv,3,3,1,personal_services
medical_service_organizations,HEALTH,medical service organizations,citybehavex/category/unique_categories.csv,168,168,1,personal_services
medical_spa,HEALTH,medical spa,citybehavex/category/unique_categories.csv,94,94,1,personal_services
merchandising_service,WORK,merchandising service,citybehavex/category/unique_categories.csv,16,16,1,personal_services
metal_plating_service,WORK,metal plating service,citybehavex/category/unique_categories.csv,7,7,1,personal_services
motorcycle_rentals,PURCHASE,motorcycle rentals,citybehavex/category/unique_categories.csv,9,9,1,personal_services
motorcycle_repair,PURCHASE,motorcycle repair,citybehavex/category/unique_categories.csv,229,229,1,personal_services
nail_salon,PURCHASE,nail salon,citybehavex/category/unique_categories.csv,928,928,1,personal_services
nanny_services,PURCHASE,nanny services,citybehavex/category/unique_categories.csv,11,11,1,personal_services
passport_and_visa_services,OTHER,passport and visa services,citybehavex/category/unique_categories.csv,42,42,1,personal_services
pest_control_service,PURCHASE,pest control service,citybehavex/category/unique_categories.csv,231,231,1,personal_services
pet_services,PURCHASE,pet services,citybehavex/category/unique_categories.csv,148,148,1,personal_services
powder_coating_service,PURCHASE,powder coating service,citybehavex/category/unique_categories.csv,1,1,1,personal_services
printing_services,PURCHASE,printing services,citybehavex/category/unique_categories.csv,2107,2107,1,personal_services
professional_services,PURCHASE,professional services,citybehavex/category/unique_categories.csv,8557,8557,1,personal_services
real_estate_service,OTHER,real estate service,citybehavex/category/unique_categories.csv,240,240,1,personal_services
recreation_vehicle_repair,LEISURE,recreation vehicle repair,citybehavex/category/unique_categories.csv,6,6,1,personal_services
rental_service,PURCHASE,rental service,citybehavex/category/unique_categories.csv,410,410,1,personal_services
rv_rentals,PURCHASE,rv rentals,citybehavex/category/unique_categories.csv,8,8,1,personal_services
sandblasting_service,PURCHASE,sandblasting service,citybehavex/category/unique_categories.csv,5,5,1,personal_services
secretarial_services,PURCHASE,secretarial services,citybehavex/category/unique_categories.csv,21,21,1,personal_services
senior_citizen_services,OTHER,senior citizen services,citybehavex/category/unique_categories.csv,31,31,1,personal_services
septic_services,PURCHASE,septic services,citybehavex/category/unique_categories.csv,10,10,1,personal_services
service_apartments,OTHER,service apartments,citybehavex/category/unique_categories.csv,122,122,1,personal_services
shipping_collection_services,PURCHASE,shipping collection services,citybehavex/category/unique_categories.csv,1,1,1,personal_services
shoe_repair,PURCHASE,shoe repair,citybehavex/category/unique_categories.csv,127,127,1,personal_services
shredding_services,PURCHASE,shredding services,citybehavex/category/unique_categories.csv,1,1,1,personal_services
social_and_human_services,OTHER,social and human services,citybehavex/category/unique_categories.csv,48,48,1,personal_services
social_service_organizations,OTHER,social service organizations,citybehavex/category/unique_categories.csv,806,806,1,personal_services
spas,LEISURE,spas,citybehavex/category/unique_categories.csv,906,906,0,personal_services
tanning_salon,LEISURE,tanning salon,citybehavex/category/unique_categories.csv,183,183,1,personal_services
taxi_service,PURCHASE,taxi service,citybehavex/category/unique_categories.csv,451,451,1,personal_services
television_service_providers,WORK,television service providers,citybehavex/category/unique_categories.csv,35,35,1,personal_services
threading_service,PURCHASE,threading service,citybehavex/category/unique_categories.csv,1,1,1,personal_services
tire_dealer_and_repair,PURCHASE,tire dealer and repair,citybehavex/category/unique_categories.csv,308,308,1,personal_services
towing_service,PURCHASE,towing service,citybehavex/category/unique_categories.csv,107,107,1,personal_services
trailer_rentals,LEISURE,trailer rentals,citybehavex/category/unique_categories.csv,3,3,1,personal_services
translating_and_interpreting_services,WORK,translating and interpreting services,citybehavex/category/unique_categories.csv,111,111,1,personal_services
translation_services,WORK,translation services,citybehavex/category/unique_categories.csv,23,23,1,personal_services
transmission_repair,PURCHASE,transmission repair,citybehavex/category/unique_categories.csv,7,7,1,personal_services
travel_services,PURCHASE,travel services,citybehavex/category/unique_categories.csv,1632,1632,1,personal_services
tree_services,PURCHASE,tree services,citybehavex/category/unique_categories.csv,51,51,1,personal_services
truck_rentals,PURCHASE,truck rentals,citybehavex/category/unique_categories.csv,39,39,1,personal_services
truck_repair,PURCHASE,truck repair,citybehavex/category/unique_categories.csv,23,23,1,personal_services
venue_and_event_space,PURCHASE,venue and event space,citybehavex/category/unique_categories.csv,77,77,1,personal_services
water_treatment_equipment_and_services,PURCHASE,water treatment equipment and services,citybehavex/category/unique_categories.csv,27,27,1,personal_services
wheel_and_rim_repair,PURCHASE,wheel and rim repair,citybehavex/category/unique_categories.csv,13,13,1,personal_services
writing_service,WORK,writing service,citybehavex/category/unique_categories.csv,22,22,1,personal_services
anglican_church,OTHER,anglican church,citybehavex/category/unique_categories.csv,7,7,0,religion_civic
baptist_church,OTHER,baptist church,citybehavex/category/unique_categories.csv,26,26,0,religion_civic
buddhist_temple,OTHER,buddhist temple,citybehavex/category/unique_categories.csv,50,50,0,religion_civic
catholic_church,OTHER,catholic church,citybehavex/category/unique_categories.csv,894,894,0,religion_civic
charity_organization,WORK,charity organization,citybehavex/category/unique_categories.csv,321,321,1,religion_civic
church_cathedral,OTHER,church cathedral,citybehavex/category/unique_categories.csv,1517,1517,0,religion_civic
courthouse,OTHER,courthouse,citybehavex/category/unique_categories.csv,122,122,0,religion_civic
embassy,OTHER,embassy,citybehavex/category/unique_categories.csv,330,330,0,religion_civic
episcopal_church,OTHER,episcopal church,citybehavex/category/unique_categories.csv,1,1,0,religion_civic
evangelical_church,OTHER,evangelical church,citybehavex/category/unique_categories.csv,213,213,0,religion_civic
hindu_temple,OTHER,hindu temple,citybehavex/category/unique_categories.csv,13,13,0,religion_civic
mosque,OTHER,mosque,citybehavex/category/unique_categories.csv,211,211,0,religion_civic
non_governmental_association,OTHER,non governmental association,citybehavex/category/unique_categories.csv,338,338,1,religion_civic
pentecostal_church,OTHER,pentecostal church,citybehavex/category/unique_categories.csv,34,34,0,religion_civic
religious_organization,OTHER,religious organization,citybehavex/category/unique_categories.csv,668,668,1,religion_civic
sikh_temple,OTHER,sikh temple,citybehavex/category/unique_categories.csv,5,5,0,religion_civic
synagogue,OTHER,synagogue,citybehavex/category/unique_categories.csv,114,114,0,religion_civic
temple,OTHER,temple,citybehavex/category/unique_categories.csv,3,3,0,religion_civic
academic_bookstore,PURCHASE,academic bookstore,citybehavex/category/unique_categories.csv,2,2,1,retail_shopping
adult_store,PURCHASE,adult store,citybehavex/category/unique_categories.csv,9,9,1,retail_shopping
antique_store,PURCHASE,antique store,citybehavex/category/unique_categories.csv,484,484,1,retail_shopping
appliance_store,PURCHASE,appliance store,citybehavex/category/unique_categories.csv,141,141,1,retail_shopping
aquatic_pet_store,PURCHASE,aquatic pet store,citybehavex/category/unique_categories.csv,9,9,1,retail_shopping
archery_shop,PURCHASE,archery shop,citybehavex/category/unique_categories.csv,6,6,1,retail_shopping
audio_visual_equipment_store,PURCHASE,audio visual equipment store,citybehavex/category/unique_categories.csv,124,124,1,retail_shopping
auto_body_shop,PURCHASE,auto body shop,citybehavex/category/unique_categories.csv,305,305,1,retail_shopping
avionics_shop,PURCHASE,avionics shop,citybehavex/category/unique_categories.csv,2,2,1,retail_shopping
